Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave_3,ave_5
Evaluation of portal vein invasion of distal cholangiocarcinoma as borderline resectability,"Miura, Fumihiko; Sano, Keiji; Amano, Hodaka; Toyota, Naoyuki; Wada, Keita; Yoshida, Masahiro; Hayano, Koichi; Matsubara, Hisahiro; Takada, Tadahiro",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Apr,2015,22,4,294,300,,10.1002/jhbp.198,19,2.11,0,0,0,0,0,0,0,3,6,2,1,1,4,2,0,3,2.4
Cholangiocyte senescence caused by lysophosphatidylcholine as a potential implication in carcinogenesis,"Shimizu, Rina; Kanno, Keishi; Sugiyama, Akiko; Ohata, Hiroki; Araki, Anna; Kishikawa, Nobusuke; Kimura, Yasuhiro; Yamamoto, Hiroya; Kodama, Masanobu; Kihira, Kenji; Tazuma, Susumu",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,675,682,,10.1002/jhbp.256,18,2,0,0,0,0,0,0,0,0,4,1,1,2,4,6,0,1.333333333,1.2
Optimal timing for performing percutaneous transhepatic gallbladder drainage and subsequent cholecystectomy for better management of acute cholecystitis,"Yamada, Kazunosuke; Yamashita, Yuichi; Yamada, Teppei; Takeno, Shinsuke; Noritomi, Tomoaki",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,855,861,,10.1002/jhbp.294,17,1.89,0,0,0,0,0,0,0,2,4,3,1,5,1,1,0,2,2
Conversion to complete resection with mFOLFOX6 with bevacizumab or cetuximab based on K-ras status for unresectable colorectal liver metastasis (BECK study),"Hatano, Etsuro; Okuno, Masayuki; Nakamura, Kojiro; Ishii, Takamichi; Seo, Satoru; Taura, Kojiro; Yasuchika, Kentaro; Yazawa, Takefumi; Zaima, Masazumi; Kanazawa, Akiyoshi; Terajima, Hiroaki; Kaihara, Satoshi; Adachi, Yukihito; Inoue, Naoya; Furumoto, Katsuyoshi; Manaka, Dai; Tokka, Atsuo; Furuyama, Hiroaki; Doi, Koji; Hirose, Tetsuro; Horimatsu, Takahiro; Hasegawa, Suguru; Matsumoto, Shigemi; Sakai, Yoshiharu; Uemoto, Shinji",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,634,645,,10.1002/jhbp.254,17,1.89,0,0,0,0,0,0,0,1,2,3,2,5,0,4,0,1,1.6
"Single-stage endoscopic treatment for mild to moderate acute cholangitis associated with choledocholithiasis: a multicenter, non-randomized, open-label and exploratory clinical trial","Eto, Kazunori; Kawakami, Hiroshi; Haba, Shin; Yamato, Hiroaki; Okuda, Toshinori; Yane, Kei; Hayashi, Tsuyoshi; Ehira, Nobuyuki; Onodera, Manabu; Matsumoto, Ryusuke; Matsubara, Yu; Takagi, Tomofumi; Sakamoto, Naoya",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,825,830,,10.1002/jhbp.296,16,1.78,0,0,0,0,0,0,0,1,3,2,3,2,1,4,0,1.333333333,1.8
Feasibility and efficacy of gemcitabine plus cisplatin combination therapy after curative resection for biliary tract cancer,"Kainuma, Osamu; Miura, Fumihiko; Furukawa, Daisuke; Yamamoto, Hiroshi; Cho, Akihiro; Sano, Keiji; Nakagohri, Toshio; Asano, Takehide",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Nov,2015,22,11,789,794,,10.1002/jhbp.283,16,1.78,0,0,0,0,0,0,0,2,2,3,1,3,4,1,0,1.333333333,1.6
Clinical features of pancreatic neuroendocrine tumors,"Grozinsky-Glasberg, Simona; Mazeh, Haggi; Gross, David J.",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,578,585,,10.1002/jhbp.226,16,1.78,0,0,0,0,0,0,0,3,1,3,5,1,0,3,0,1.333333333,2.4
Preoperative detection and handling of aberrant right posterior sectoral hepatic duct during laparoscopic cholecystectomy,"Kurata, Masanao; Honda, Goro; Okuda, Yukihiro; Kobayashi, Shin; Sakamoto, Katsunori; Iwasaki, Susumu; Chiba, Kazuro; Tabata, Taku; Kuruma, Sawako; Kamisawa, Terumi",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,558,562,,10.1002/jhbp.252,16,1.78,0,0,0,0,0,0,0,1,2,1,6,5,1,0,0,1,2
Long-term outcomes and safety of laparoscopic liver resection surgery for hepatocellular carcinoma and metastatic colorectal cancer,"Geller, David A.; Tsung, Allan",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Oct,2015,22,10,728,730,,10.1002/jhbp.278,15,1.67,0,0,0,0,0,0,0,6,3,4,0,1,1,0,0,3,2.6
Management of benign biliary strictures: current status and perspective,"Kaffes, Arthur J.",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,657,663,,10.1002/jhbp.272,15,1.67,0,0,0,0,0,0,1,1,4,2,3,2,1,0,1,2,2.2
Reverse Trendelenburg position is a safer technique for lowering central venous pressure without decreasing blood pressure than clamping of the inferior vena cava below the liver,"Yoneda, Godai; Katagiri, Satoshi; Yamamoto, Masakazu",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,463,466,,10.1002/jhbp.229,15,1.67,0,0,0,0,0,0,0,1,2,2,1,3,4,1,1,1,1.2
On-line hemodiafiltration or high-flow continuous hemodiafiltration is one of the most effective artificial liver support devices for acute liver failure in Japan,"Fujiwara, Keiichi; Oda, Shigeto; Abe, Ryuzo; Yokosuka, Osamu",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Mar,2015,22,3,246,247,,10.1002/jhbp.204,15,1.67,0,0,0,0,0,0,0,3,1,4,1,5,0,0,1,1.333333333,1.8
Molecular pathogenesis and targeted therapy of sporadic pancreatic neuroendocrine tumors,"Capurso, Gabriele; Archibugi, Livia; Delle Fave, Gianfranco",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,594,601,,10.1002/jhbp.210,14,1.56,0,0,0,0,0,0,0,2,3,3,2,3,1,0,0,1.666666667,2
Chemotherapy for advanced poorly differentiated pancreatic neuroendocrine carcinoma,"Ikeda, Masafumi; Okuyama, Hiroyuki; Takahashi, Hideaki; Ohno, Izumi; Shimizu, Satoshi; Mitsunaga, Shuichi; Kondo, Shunsuke; Morizane, Chigusa; Ueno, Hideki; Okusaka, Takuji",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,623,627,,10.1002/jhbp.228,14,1.56,0,0,0,0,0,0,0,2,3,1,7,1,0,0,0,1.666666667,2.6
Pathology diagnosis of pancreatic neuroendocrine tumors,"Kasajima, Atsuko; Yazdani, Samaneh; Sasano, Hironobu",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,586,593,,10.1002/jhbp.208,14,1.56,0,0,0,0,0,0,1,1,4,2,4,0,1,1,0,2,2.4
"Is routine drain insertion after laparoscopic cholecystectomy for acute cholecystitis beneficial? A multicenter, prospective randomized controlled trial","Kim, Eun Young; Lee, Soo Ho; Lee, Jun Suh; Yoon, Young Chul; Park, Sung Kyun; Choi, Ho Joong; Yoo, Dong Do; Hong, Tae Ho",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,551,557,,10.1002/jhbp.244,13,1.44,0,0,0,0,0,0,0,2,0,1,2,5,2,1,0,0.666666667,1
Randomized clinical trial of peritoneal lavage for preventing surgical site infection in elective liver surgery,"Tanaka, Kuniya; Matsuo, Kenichi; Kawaguchi, Daisuke; Murakami, Takashi; Hiroshima, Yukihiko; Hirano, Atsushi; Sato, Sho; Endo, Itaru; Taguri, Masataka; Koda, Keiji",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,446,453,,10.1002/jhbp.222,13,1.44,0,0,0,0,0,0,0,1,3,1,2,4,0,2,0,1.333333333,1.4
Diagnosis of functioning pancreaticoduodenal neuroendocrine tumors,"Imamura, Masayuki; Nakamoto, Yuji; Uose, Suguru; Komoto, Izumi; Awane, Masaaki; Taki, Yoshiro",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,602,609,,10.1002/jhbp.209,12,1.33,0,0,0,0,0,0,1,1,3,2,1,2,2,0,0,1.666666667,1.6
Systematic reviews from the 2nd International Consensus Conference on Laparoscopic Liver Resection,"Wakabayashi, Go",Journal of Hepato-Biliary-Pancreatic Sciences,15-May,2015,22,5,325,326,,10.1002/jhbp.230,12,1.33,0,0,0,0,0,0,1,2,1,3,2,1,1,0,1,1.333333333,1.8
Cancer stem cells as therapeutic targets of hepato-biliary-pancreatic cancers,"Tanaka, Shinji",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,531,537,,10.1002/jhbp.248,11,1.22,0,0,0,0,0,0,1,3,2,2,1,1,0,1,0,2,1.8
Hypoxic-ischemic gene expression profile in the isolated variant of biliary atresia,"Sinigaglia Fratta, Leila Xavier; Weber Hoss, Giovana Regina; Longo, Larisse; Uribe-Cruz, Carolina; da Silveira, Themis Reverbel; Goncalves Vieira, Sandra Maria; Kieling, Carlos Oscar; dos Santos, Jorge Luiz",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,846,854,,10.1002/jhbp.297,10,1.11,0,0,0,0,0,0,0,1,2,0,1,2,3,1,0,1,0.8
Inline radiofrequency pre-coagulation simplifies single-incision laparoscopic minor liver resection,"Weiss, Michael; Mittermair, Christof; Brunner, Eberhard; Schirnhofer, Jan; Obrist, Christian; Pimpl, Katharina; Hell, Tobias; Weiss, Helmut",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,831,836,,10.1002/jhbp.295,10,1.11,0,0,0,0,0,0,0,2,4,0,0,0,3,1,0,2,1.2
Impact of preoperative asymptomatic renal dysfunction on clinical course after pancreatoduodenectomy,"Nagai, Minako; Sho, Masayuki; Akahori, Takahiro; Tanaka, Toshihiro; Kinoshita, Shoichi; Nishiofuku, Hideyuki; Nishiwada, Satoshi; Ohbayashi, Chiho; Kichikawa, Kimihiko; Nakajima, Yoshiyuki",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Nov,2015,22,11,810,818,,10.1002/jhbp.286,10,1.11,0,0,0,0,0,0,0,0,1,2,2,1,3,1,0,0.333333333,1
Cell-based therapy for preventing postoperative adhesion and promoting regeneration after hepatectomy,"Inagaki, Natsuko F.; Inagaki, Fuyuki F.; Kokudo, Norihiro; Miyajima, Atsushi",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,524,530,,10.1002/jhbp.247,10,1.11,0,0,0,0,0,0,1,2,0,2,2,1,1,1,0,1,1.4
Current status of deceased donor split liver transplantation in Japan,"Sakamoto, Seisuke; Kasahara, Mureo; Ogura, Yasuhiro; Inomata, Yukihiro; Uemoto, Shinji",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,837,845,,10.1002/jhbp.292,9,1,0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,1,1.2
"Efficacy of preoperative dexamethasone for postoperative nausea and vomiting after laparoscopic cholecystectomy: a large-scale, multicenter, randomized, double-blind, placebo-controlled trial in Japan","Wakasugi, Masaki; Tori, Masayuki; Shimizu, Junzo; Kim, Yong Kook; Noda, Takehiro; Dono, Keizo; Takeda, Yutaka; Yamamoto, Tameyoshi; Oshima, Satoshi; Morimoto, Yoshikazu; Asaoka, Tadafumi; Eguchi, Hidetoshi; Nagano, Hiroaki; Mori, Masaki; Doki, Yuichiro",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Nov,2015,22,11,802,809,,10.1002/jhbp.285,9,1,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0.333333333,1.4
Mass spectrometry-based proteomic analysis of formalin-fixed paraffin-embedded extrahepatic cholangiocarcinoma,"Maeda, Shimpei; Morikawa, Takanori; Takadate, Tatsuyuki; Suzuki, Takashi; Minowa, Takashi; Hanagata, Nobutaka; Onogawa, Tohru; Motoi, Fuyuhiko; Nishimura, Toshihide; Unno, Michiaki",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,683,691,,10.1002/jhbp.262,9,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0.333333333,1.2
Anatomic liver resection of right paramedian sector: ventral and dorsal resection,"Fujimoto, Jiro; Hai, Seikan; Hirano, Tadamichi; Iimuro, Yuji; Yamanaka, Junichi",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,538,545,,10.1002/jhbp.249,9,1,0,0,0,0,0,0,1,1,2,2,1,0,1,1,0,1.333333333,1.4
Short-term prognostic factors for primary sclerosing cholangitis,"Watanabe, Takeo; Hirano, Kenji; Tada, Minoru; Isayama, Hiroyuki; Mizuno, Suguru; Arizumi, Toshihiko; Toda, Nobuo; Sugawara, Yasuhiko; Kokudo, Norihiro; Koike, Kazuhiko",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,486,490,,10.1002/jhbp.238,9,1,0,0,0,0,0,0,0,2,1,1,3,1,1,0,0,1,1.4
Report on the 2013 national cholelithiasis survey in Japan,"Tazuma, Susumu; Kanno, Keishi; Kubota, Keiichi; Tsuyuguchi, Toshio; Kamisawa, Terumi; Isayama, Hiroyuki; Nakagohri, Toshio; Inui, Kazuo",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-May,2015,22,5,392,395,,10.1002/jhbp.206,9,1,0,0,0,0,0,0,0,3,2,0,1,2,0,1,0,1.666666667,1.2
Cryopreserved arterial grafts as a conduit in outflow reconstruction in living donor liver transplantation,"Ali, Mahmoud Abdelwahab; Yong, Chee-Chien; Eng, Hock-Liew; Wang, Chih-Chi; Lin, Ting-Lung; Li, Wei-Feng; Wang, Shih-Ho; Lin, Chih-Che; Yap, Anthony; Chen, Chao-Long",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,498,504,,10.1002/jhbp.240,8,0.89,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0.666666667,1.2
Biotherapy of pancreatic neuroendocrine tumors using somatostatin analogs,"Igarashi, Hisato; Hijioka, Masayuki; Lee, Lingaku; Ito, Tetsuhide",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,618,622,,10.1002/jhbp.227,7,0.78,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,1.333333333,1.2
Updated clinical practice guidelines for the management of biliary tract cancers: revision concepts and major revised points,"Yoshitomi, Hideyuki; Miyakawa, Shuichi; Nagino, Masato; Takada, Tadahiro; Miyazaki, Masaru",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Apr,2015,22,4,274,278,,10.1002/jhbp.234,7,0.78,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,1,1
Revision concepts and distinctive points of the new Japanese classification for biliary tract cancers in comparison with the 7th edition of the Union for International Cancer Control and the American Joint Committee on Cancer staging system,"Ohtsuka, Masayuki; Miyakawa, Shuichi; Nagino, Masato; Takada, Tadahiro; Miyazaki, Masaru",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Mar,2015,22,3,197,201,,10.1002/jhbp.212,7,0.78,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0.666666667,0.8
Percutaneous transhepatic portal vein stenting for malignant portal vein stenosis secondary to recurrent perihilar biliary cancer,"Mizuno, Takashi; Ebata, Tomoki; Yokoyama, Yukihiro; Igami, Tsuyoshi; Sugawara, Gen; Mori, Yoshine; Suzuki, Kojiro; Nagino, Masato",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Oct,2015,22,10,740,745,,10.1002/jhbp.265,6,0.67,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0.2
Improvements and innovations in endoscopic ultrasound guided fine needle aspiration,"Huang, Jason Yan-Lin; Chang, Kenneth J.",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,E37,E46,,10.1002/jhbp.232,6,0.67,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0.666666667,1
"Right hepatic artery forming caterpillar hump, perforating Calot's triangle into the cystic plate and associated with a variant branching pattern of the parent vessel","Eid, Nabil; Ito, Yuko; Otsuki, Yoshinori",Journal of Hepato-Biliary-Pancreatic Sciences,15-May,2015,22,5,402,403,,10.1002/jhbp.231,6,0.67,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0.4
Assessment of percutaneous transhepatic portal vein embolization with portal vein stenting for perihilar cholangiocarcinoma with severe portal vein stenosis,"Hyodo, Ryota; Suzuki, Kojiro; Ebata, Tomoki; Komada, Tomohiro; Mori, Yoshine; Yokoyama, Yukihiro; Igami, Tsuyoshi; Sugawara, Gen; Naganawa, Shinji; Nagino, Masato",Journal of Hepato-Biliary-Pancreatic Sciences,15-Apr,2015,22,4,310,315,,10.1002/jhbp.200,6,0.67,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0.666666667,0.6
Laparoscopic versus open distal pancreatectomy: is a randomized trial necessary?,"Kooby, David A.; Vollmer, Charles M.",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Oct,2015,22,10,737,739,,10.1002/jhbp.279,5,0.56,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.6
Molecular mechanism of intraductal papillary mucinous neoplasm and intraductal papillary mucinous neoplasm-derived pancreatic ductal adenocarcinoma,"Fukuda, Akihisa",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,519,523,,10.1002/jhbp.246,5,0.56,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0.666666667,0.8
Tips and tricks of double-balloon endoscopic retrograde cholangiopancreatography (with video),"Hatanaka, Hisashi; Yano, Tomonori; Tamada, Kiichi",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,E28,E34,,10.1002/jhbp.218,5,0.56,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0.666666667,0.6
Biweekly gemcitabine plus S-1 for locally advanced and metastatic pancreatic cancer: a preliminary feasibility study,"Wada, Keita; Sano, Keiji; Amano, Hodaka; Miura, Fumihiko; Toyota, Naoyuki; Ito, Hiromichi; Shibuya, Makoto; Ikeda, Yutaka; Kainuma, Masahiko; Takada, Tadahiro",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,692,698,,10.1002/jhbp.274,4,0.44,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.333333333,0.4
Peroral ultra-slim endoscopy-guided biliary drainage and stone extraction for postoperative upper gastrointestinal stenosis with a naive papilla (with videos),"Kawakami, Hiroshi; Kuwatani, Masaki; Kawahata, Shuhei",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,571,572,,10.1002/jhbp.253,4,0.44,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0.4
Adaptive remodeling of the biliary tree: the essence of liver progenitor cell expansion,"Kok, Cindy Yuet-Yin; Miyajima, Atsushi; Itoh, Tohru",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,546,550,,10.1002/jhbp.250,4,0.44,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.6
Intermittent Pringle maneuver is unlikely to induce bacterial translocation to the portal vein: a study using bacterium-specific ribosomal RNA-targeted reverse transcription-polymerase chain reaction,"Yamaguchi, Naoya; Yokoyama, Yukihiro; Ebata, Tomoki; Igami, Tsuyoshi; Sugawara, Gen; Asahara, Takashi; Nomoto, Koji; Nagino, Masato",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,491,497,,10.1002/jhbp.239,3,0.33,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.333333333,0.2
Hyponatremia: a significant factor in a poor prognosis for cirrhosis with Child A/B after variceal eradication,"Maruyama, Hitoshi; Kondo, Takayuki; Sekimoto, Tadashi; Kiyono, Soichiro; Shimada, Taro; Takahashi, Masanori; Okugawa, Hidehiro; Yokosuka, Osamu",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Oct,2015,22,10,771,778,,10.1002/jhbp.282,2,0.22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0.4
"Phase I study of gemcitabine, cisplatin, and S-1 combination therapy for patients with untreated advanced biliary tract cancer","Moriwaki, Toshikazu; Ishida, Hiroyasu; Araki, Masahiro; Endo, Shinji; Yoshida, Shigemasa; Kobayashi, Mariko; Hamano, Yukako; Sugaya, Akinori; Shimoyamada, Masahiro; Hasegawa, Naoyuki; Imanishi, Mamiko; Ito, Yuka; Sato, Daiki; Hyodo, Ichinosuke",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,669,674,,10.1002/jhbp.255,2,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Liver abscesses, elevated carbohydrate antigen 19-9 and concomitant malignancies","Cerwenka, Herwig",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,E47,E47,,10.1002/jhbp.266,2,0.22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.666666667,0.4
Highlights of topic Pancreatic neuroendocrine tumors update,"Ito, Tetsuhide",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,573,573,,10.1002/jhbp.237,2,0.22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0.4
Hepatocellular nodules resulting from congenital extrahepatic portosystemic shunts can differentiate into potentially malignant hepatocellular adenomas,"Guerin, Florent; Franchi-Abella, Stephanie",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,E51,E51,,10.1002/jhbp.290,1,0.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0.2
Hepatocellular nodules resulting from congenital extrahepatic portosystemic shunts can differentiate into potentially malignant hepatocellular adenomas,"Sanada, Yukihiro; Mizuta, Koichi; Kondo, Fukuo",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Dec,2015,22,12,E52,E53,,10.1002/jhbp.291,1,0.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2
"Clinical practice guidelines for the management of biliary tract cancers 2015 (vol 22, pg 249, 2015)","Miyazaki, M.; Yoshitomi, H.; Miyakawa, S.; Uesaka, K.; Unno, M.; Endo, I",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,510,510,,10.1002/jhbp.263,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Re: Management strategy for biliary stricture following laparoscopic cholecystectomy,"Ustundag, Yucel; Parlak, Erkan; Saritas, Ulku",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,E35,E35,,10.1002/jhbp.242,1,0.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0.2
A proposal for alternate naming of the common and proper hepatic arteries: the hepatogastroduodenal artery and the hepatic artery,"Strasberg, Steven M.",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Nov,2015,22,11,E50,E50,,10.1002/jhbp.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlights of the Tokyo Conference of Asian Pancreato-biliary Interventional Endoscopist 2014,"Isayama, Hiroyuki",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Sep,2015,22,9,647,649,,10.1002/jhbp.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Re: Liver abscesses, elevated carbohydrate antigen 19-9 and concomitant malignancies","Lo, Joseph Zhi Wen; Leow, Jeffrey Jia Jun; Low, Jee Keem; Junnarkar, Sameer P.; Woon, Winston Wei Liang",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Aug,2015,22,8,E48,E49,,10.1002/jhbp.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlights of topic Recent advances in hepato-biliary-pancreatic science,"Fujimoto, Jiro",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jul,2015,22,7,511,511,,10.1002/jhbp.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Response to Re: Management strategy for biliary stricture following laparoscopic cholecystectomy,"Sugawara, Gen; Nagino, Masato",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Jun,2015,22,6,E36,E36,,10.1002/jhbp.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endoscopic cutting technique using scissors forceps after temporary endoscopic naso-gallbladder drainage for acute cholecystitis (with videos),"Yane, Kei; Katanuma, Akio; Maguchi, Hiroyuki",JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,15-Mar,2015,22,3,244,245,,10.1002/jhbp.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A mitochondrial superoxide theory for oxidative stress diseases and aging,"Indo, Hiroko P.; Yen, Hsiu-Chuan; Nakanishi, Ikuo; Matsumoto, Ken-ichiro; Tamura, Masato; Nagano, Yumiko; Matsui, Hirofumi; Gusev, Oleg; Cornette, Richard; Okuda, Takashi; Minamiyama, Yukiko; Ichikawa, Hiroshi; Suenaga, Shigeaki; Oki, Misato; Sato, Tsuyoshi; Ozawa, Toshihiko; St Clair, Daret K.; Majima, Hideyuki J.",JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,JAN 1 2015,2015,56,1,1,7,,10.3164/jcbn.14-42,178,19.78,0,0,0,0,0,0,11,26,21,16,28,31,22,23,0,19.33333333,20.4
Schizophrenia and the gut-brain axis,"Nemani, Katlyn; Ghomi, Reza Hosseini; McCormick, Beth; Fan, Xiaoduo",PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,JAN 2 2015,2015,56,,155,160,,10.1016/j.pnpbp.2014.08.018,84,9.33,0,0,0,0,0,0,5,13,11,8,9,11,15,8,4,9.666666667,9.2
Response of Benthic Foraminifera to Organic Matter Quantity and Quality and Bioavailable Concentrations of Metals in Aveiro Lagoon (Portugal),"Alves Martins, Maria Virgnia; Silva, Frederico; Laut, Lazaro L. M.; Frontalini, Fabrizio; Clemente, Iara M. M. M.; Miranda, Paulo; Figueira, Rubens; Sousa, Silvia H. M.; Alveirinho Dias, Joao M.",PLOS ONE,FEB 23 2015,2015,10,2,,,e0118077,10.1371/journal.pone.0118077,71,7.89,0,0,0,0,0,0,4,14,6,11,10,9,6,11,0,8,9
MeCP2 controls hippocampal brain-derived neurotrophic factor expression via homeostatic interactions with microRNA-132 in rats with depression,"Su, Meilei; Hong, Jun; Zhao, Yongzhi; Liu, Shuai; Xue, Xiang",MOLECULAR MEDICINE REPORTS,15-Oct,2015,12,4,5399,5406,,10.3892/mmr.2015.4104,56,6.22,0,0,0,0,0,0,0,6,4,7,6,8,14,11,0,3.333333333,4.6
