awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1111/j.1440-1827.2011.02734.x
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1007/s13148-011-0037-3
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/0300985813519115
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/0300985813495899
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/0300985813488957
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1292/jvms.12-0224
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/0300985811429311
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1016/j.jcpa.2010.06.006
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1292/jvms.11-0097
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/104063871102300123
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/0300985811400441
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1292/jvms.10-0085
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1292/jvms.10-0072
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.5326/jaaha-ms-5564
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1111/j.1939-1676.2010.0564.x
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1177/104063871002200605
22380171,2010,2013,14800000,0,12601,4,BIO,1,10.1111/neup.12076
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.121125
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1371/journal.pone.0057049
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1038/jhg.2012.114
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1002/ajpa.22112
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.100925
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.110411
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.1107311
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.120322
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.110525
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1038/jhg.2012.60
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1038/jhg.2012.90
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/asj.120607
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/asj.120818
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1093/glycob/cws129
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1093/molbev/mss006
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.110715
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1038/jhg.2011.68
22370087,2010,2012,14800000,0,18001,3,BIO,1,10.1537/ase.100416
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1016/j.cca.2014.05.011
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1111/cge.12417
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1016/j.clinbiochem.2014.09.022
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1074/mcp.m113.030643
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1016/j.ajhg.2013.08.002
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1002/humu.22446
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1111/ped.12166
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1074/jbc.m113.491902
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1074/jbc.m113.504787
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1056/nejmoa1206605
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1002/ibd.22876
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1074/jbc.m111.271767
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1093/glycob/cws010
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1016/j.bbrc.2012.07.149
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.5702/massspectrometry.a0008
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1093/glycob/cws086
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1016/j.ijms.2010.10.029
23390081,2011,2014,15100000,0,84408,4,BIO,9,10.1681/asn.2011070701
23390387,2011,2013,14500000,0,13301,3,BIO,1,10.1155/2011/192381
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1038/oncsis.2013.30
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1158/0008-5472.can-11-1403
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1186/1471-2164-13-s1-s6
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1073/pnas.1113271109
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1517/14728222.2012.697155
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1371/journal.pone.0043923
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1038/mt.2012.180
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.bbrc.2013.01.034
23390062,2011,2013,15200000,0,12601,3,BIO,1,10.1186/2043-9113-1-23
23390092,2011,2013,14200000,0,13301,3,BIO,1,10.1093/intimm/dxs161
23390092,2011,2013,14200000,0,13301,3,BIO,1,10.1007/s00262-011-1132-1
23390092,2011,2013,14200000,0,13301,3,BIO,1,10.1159/000335533
23390092,2011,2013,14200000,0,13301,3,BIO,1,10.1074/jbc.m111.286823
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.2198/jelectroph.57.1
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1002/pmic.201200462
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1002/bmc.2864
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1016/j.cca.2012.10.041
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1016/j.atherosclerosis.2013.02.035
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1016/j.bbrc.2013.01.053
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1021/pr300844p
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1042/cs20120251
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1021/pr3005474
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1155/2012/623190
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1021/pr300322q
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1002/pmic.201100655
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1016/j.jprot.2011.12.018
22390117,2010,2012,13700000,0,32607,3,BIO,3,10.1002/prca.201000127
22380142,2010,2012,14200000,0,82107,3,BIO,10,10.1080/2150704x.2012.725482
22380142,2010,2012,14200000,0,82107,3,BIO,10,10.1016/j.rse.2012.08.026
23380042,2011,2013,14300000,0,12501,3,BIO,1,10.1007/s00374-013-0804-8
23380042,2011,2013,14300000,0,12501,3,BIO,1,10.1264/jsme2.me11321
23380042,2011,2013,14300000,0,12501,3,BIO,1,10.1080/00380768.2011.564996
23380042,2011,2013,14300000,0,12501,3,BIO,1,10.1021/es303228n
23380042,2011,2013,14300000,0,12501,3,BIO,1,10.3390/ijms141122642
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1111/nan.12073
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1371/journal.pone.0089516
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1038/nrneurol.2013.164
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1007/978-1-4939-0320-7_8
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1111/psyg.12021
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.jstrokecerebrovasdis.2012.10.007
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.2174/15672050113109990037
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.jstrokecerebrovasdis.2012.01.001
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neurobiolaging.2011.10.033
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1007/s00401-011-0925-9
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.4061/2011/978761
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neulet.2011.05.036
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1097/wnr.0b013e32834757e4
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1371/journal.pone.0016567
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neuroscience.2014.01.018
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1371/journal.pone.0074104
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1021/ml4000707
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1159/000346416
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neures.2013.04.001
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.bmc.2013.02.054
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.3174/ajnr.a3310
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1371/journal.pone.0048051
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.jns.2012.07.032
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.bmcl.2012.06.086
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1021/jm300251n
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.2169/internalmedicine.51.7019
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neurobiolaging.2011.10.028
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.expneurol.2011.11.038
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1212/wnl.0b013e31823a0cfc
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1007/s00401-011-0842-y
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1371/journal.pone.0020427
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1039/c1md00034a
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1021/cn200002t
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1016/j.neurobiolaging.2010.09.005
23390233,2011,2013,13000000,0,14301,3,BIO,1,10.1161/strokeaha.110.603399
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.2108/zs130223
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.2108/zs130234
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.2108/zsj.30.224
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.1007/s10695-012-9706-1
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.1016/j.cbpa.2013.06.026
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.1016/j.cbpb.2013.07.005
22380103,2010,2013,15600000,0,10101,4,BIO,1,10.1007/s10695-012-9612-6
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.1002/lary.23241
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.3109/00016489.2012.726741
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.1002/lary.23698
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.1002/lary.21657
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.1002/lary.22487
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.3109/00016489.2011.630018
22390316,2010,2012,12700000,0,17401,3,BIO,1,10.3109/00016489.2011.637176
23390173,2011,2015,13600000,0,13501,5,BIO,1,10.1111/ped.12821
23390173,2011,2015,13600000,0,13501,5,BIO,1,10.1371/journal.pone.0118538
23390173,2011,2015,13600000,0,13501,5,BIO,1,10.1111/jog.12025
23390173,2011,2015,13600000,0,13501,5,BIO,1,10.1371/journal.pone.0051896
22390132,2010,2012,14700000,0,13701,3,BIO,1,10.3945/jn.112.161661
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1002/ijc.28768
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1002/ijc.28684
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1002/gcc.22211
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1186/1471-2407-14-772
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1093/carcin/bgv013
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.3389/fgene.2014.00024
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1371/journal.pone.0059444
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1002/ijc.27862
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1093/carcin/bgs177
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1111/j.1365-2559.2012.04174.x
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1128/mcb.06478-11
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1093/carcin/bgq274
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1159/000322072
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1002/ijc.26061
23390096,2011,2014,15100000,0,382797,4,BIO,8,10.1155/2011/780836
22390337,2010,2012,6500000,0,12602,3,BIO,1,10.1097/ccm.0b013e3182514a29
22390337,2010,2012,6500000,0,12602,3,BIO,1,10.1007/s00701-012-1491-1
22370083,2010,2012,14300000,0,17102,3,BIO,1,10.1111/j.1365-294x.2012.05727.x
22370083,2010,2012,14300000,0,17102,3,BIO,1,10.1007/s11295-012-0501-z
22370083,2010,2012,14300000,0,17102,3,BIO,1,10.1007/s00438-011-0615-2
22370083,2010,2012,14300000,0,17102,3,BIO,1,10.3732/ajb.1000082
22370083,2010,2012,14300000,0,17102,3,BIO,1,10.1534/genetics.111.136697
22390387,2010,2012,15000000,0,17301,3,BIO,1,10.1371/journal.pone.0040833
22390387,2010,2012,15000000,0,17301,3,BIO,1,10.1177/0022034512445633
22390387,2010,2012,15000000,0,17301,3,BIO,1,10.1155/2012/857192
22390387,2010,2012,15000000,0,17301,3,BIO,1,10.1007/s00774-012-0376-y
22390056,2010,2012,14400000,0,24402,3,BIO,2,10.1038/srep01224
22390038,2010,2012,14100000,0,18001,3,BIO,1,10.1038/ncomms1952
22390038,2010,2012,14100000,0,18001,3,BIO,1,10.1038/embor.2011.82
22390038,2010,2012,14100000,0,18001,3,BIO,1,10.1093/nar/gkr194
23380064,2011,2013,14200000,0,14301,3,BIO,1,10.1021/bi500205x
23380064,2011,2013,14200000,0,14301,3,BIO,1,10.1016/j.bmcl.2013.01.018
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1111/tpj.12069
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1074/jbc.m112.448910
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1073/pnas.1119403109
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1038/ncomms1926
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1111/j.1365-313x.2012.04976.x
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1111/j.1469-8137.2012.04226.x
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1002/jssc.201100552
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1074/jbc.m110.200816
22370022,2010,2012,10900000,0,24302,3,BIO,2,10.1093/pcp/pcp182
22380181,2010,2012,12100000,0,17102,3,BIO,1,10.1016/j.funbio.2012.04.011
22380181,2010,2012,12100000,0,17102,3,BIO,1,10.1016/j.biocontrol.2012.07.004
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1016/j.tet.2012.04.035
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1016/j.tetlet.2011.11.145
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1016/j.tet.2011.02.061
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1016/j.tet.2011.01.005
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1016/j.tetlet.2010.06.121
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1002/ejoc.201300257
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1021/np100779t
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1021/ol202116k
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.1271/bbb.110829
22380064,2010,2012,13500000,0,11301,3,BIO,1,10.3987/rev-12-727
22370045,2010,2012,14300000,0,12601,3,BIO,1,10.1016/j.str.2012.01.005
22370045,2010,2012,14300000,0,12601,3,BIO,1,10.1074/jbc.m111.293795
22370045,2010,2012,14300000,0,12601,3,BIO,1,10.1074/jbc.m112.404608
22370045,2010,2012,14300000,0,12601,3,BIO,1,10.1074/jbc.m111.303339
22370045,2010,2012,14300000,0,12601,3,BIO,1,10.1107/s1744309111020045
23390076,2011,2013,15200000,0,10101,3,BIO,1,10.1128/genomea.00116-14
23390076,2011,2013,15200000,0,10101,3,BIO,1,10.1016/j.ajpath.2013.11.010
23390076,2011,2013,15200000,0,10101,3,BIO,1,10.1371/journal.pone.0058806
23390076,2011,2013,15200000,0,10101,3,BIO,1,10.1016/j.chom.2012.05.010
23390076,2011,2013,15200000,0,10101,3,BIO,1,10.1258/td.2012.110454
23380053,2011,2013,9100000,0,35409,3,BIO,3,10.1128/jb.02131-12
23380053,2011,2013,9100000,0,35409,3,BIO,3,10.1128/jb.00919-12
23380053,2011,2013,9100000,0,35409,3,BIO,3,10.1271/bbb.110098
23380053,2011,2013,9100000,0,35409,3,BIO,3,10.1128/jb.00016-11
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.1186/1880-6805-31-18
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.1007/s00394-010-0165-0
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.1001/jama.2010.1786
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.3109/13547501003735532
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.1371/journal.pone.0059196
22370090,2010,2012,15000000,0,17301,3,BIO,1,10.1111/j.1442-200x.2012.03608.x
22390158,2010,2012,14400000,0,13501,3,BIO,1,10.1093/cvr/cvs333
22390158,2010,2012,14400000,0,13501,3,BIO,1,10.1111/j.1540-8183.2012.00758.x
22390158,2010,2012,14400000,0,13501,3,BIO,1,10.1152/ajpheart.00695.2011
22390158,2010,2012,14400000,0,13501,3,BIO,1,10.1093/cvr/cvq399
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1007/s00406-013-0399-y
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1016/j.biopsych.2012.07.013
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1016/j.neuint.2013.02.015
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1371/journal.pone.0035494
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1016/j.neuint.2011.08.017
22390220,2010,2012,13600000,0,12501,3,BIO,1,10.1089/ars.2010.3453
23380008,2011,2013,14600000,0,33919,3,BIO,3,10.1093/pcp/pct147
23380008,2011,2013,14600000,0,33919,3,BIO,3,10.1111/j.1365-313x.2012.05009.x
23380008,2011,2013,14600000,0,33919,3,BIO,3,10.1111/j.1365-313x.2012.04974.x
23390327,2011,2013,14500000,0,17102,3,BIO,1,10.1159/000354996
23390327,2011,2013,14500000,0,17102,3,BIO,1,10.1158/0008-5472.can-12-3180
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2012.06.008
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2012.02.021
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1093/pcp/pcs007
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2012.02.018
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2012.02.009
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1073/pnas.1100173108
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2011.02.011
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1021/ja200186h
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1073/pnas.0913460107
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1093/pcp/pcs126
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2012.08.005
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.jphotobiol.2011.02.017
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1016/j.bbabio.2011.06.006
22370017,2010,2012,14600000,0,14301,3,BIO,1,10.1021/jz201172y
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1016/j.ejmech.2013.03.009
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1016/j.tet.2013.03.051
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1016/j.bmcl.2013.01.018
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1021/ol302942m
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1002/chem.201103819
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1016/j.bmcl.2011.08.011
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1039/c1ob05489a
22390021,2010,2012,11900000,0,14401,3,BIO,1,10.1016/j.bmc.2010.10.004
23390228,2011,2013,15000000,0,17401,3,BIO,1,10.1681/asn.2013080896
23390228,2011,2013,15000000,0,17401,3,BIO,1,10.1016/j.stem.2013.11.010
23390228,2011,2013,15000000,0,17401,3,BIO,1,10.1242/dmm.002873
23390228,2011,2013,15000000,0,17401,3,BIO,1,10.1007/s00467-011-1806-0
22390243,2010,2013,15000000,0,12601,4,BIO,1,10.3389/fmicb.2011.00175
23380069,2011,2013,14600000,0,10101,3,BIO,1,10.1016/j.bbrc.2014.04.114
23380069,2011,2013,14600000,0,10101,3,BIO,1,10.12938/bmfh.32.93
23380069,2011,2013,14600000,0,10101,3,BIO,1,10.12938/bmfh.31.85
23390134,2011,2014,13000000,0,32645,4,BIO,3,10.1002/ams2.68
23390134,2011,2014,13000000,0,32645,4,BIO,3,10.1002/ams2.55
23390134,2011,2014,13000000,0,32645,4,BIO,3,10.1097/md.0000000000000196
23390134,2011,2014,13000000,0,32645,4,BIO,3,10.1002/ams2.2
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep03988
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep03761
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep03286
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1103/physreve.88.052809
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep02835
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep02312
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/ncomms3048
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1073/pnas.1220060110
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s10164-013-0359-z
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1103/physreve.86.045102
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep00729
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s10164-012-0344-y
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1073/pnas.1203495109
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s10164-012-0332-2
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1371/journal.pone.0028140
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1016/j.ecolmodel.2011.04.009
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/srep00010
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1371/journal.pone.0019224
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1371/journal.pone.0018347
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s12686-011-9481-9
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s10164-011-0298-5
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s11829-012-9196-1
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1038/ncomms1939
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1111/j.1420-9101.2012.02517.x
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1093/beheco/arr186
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1111/j.1365-3032.2011.00806.x
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1186/1471-2148-11-256
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1016/j.jinsphys.2011.04.012
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1098/rsbl.2011.0353
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1098/rspb.2011.1030
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s00265-011-1249-4
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s10164-010-0223-3
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1111/j.1365-294x.2010.04954.x
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s00040-010-0131-0
22370010,2010,2013,14000000,0,13801,4,BIO,1,10.1007/s00040-011-0187-5
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1111/cmi.12211
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1111/omi.12037
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1016/j.gep.2013.06.007
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1371/journal.ppat.1003326
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1128/iai.00875-12
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1016/j.micpath.2011.09.003
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1099/jmm.0.054247-0
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1186/1471-230x-12-16
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1083/jcb.201110008
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1016/j.bbrc.2012.04.064
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1128/iai.00258-12
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1016/j.vetmic.2012.07.026
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1902/jop.2011.100785
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1038/ncomms1491
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1111/j.1462-5822.2010.01564.x
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1111/j.1601-0825.2010.01759.x
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1177/0022034514526237
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1586/epr.12.16
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1093/gbe/evt075
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1038/nature11910
23390477,2011,2013,14600000,0,14401,3,BIO,1,10.1111/j.1574-695x.2011.00889.x
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1093/jrr/rrt105
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1093/jjco/hyt170
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1186/2193-1801-2-424
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1093/jjco/hyt147
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1093/jjco/hyt029
23390298,2011,2013,15100000,0,12601,3,BIO,1,10.1093/jrr/rrs122
