awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Total Citations,Average per Year,ave_3,ave_5
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-011-0576-6,Cardiac tamponade due to perforation by an Amplatzer atrial septal occluder in a patient with Marfan syndrome,"Tateishi, Minori; Hiramatsu, Takeshi; Tomizawa, Yasuko; Matsumura, Goki; Konuma, Takeshi; Yamazaki, Kenji; Yamamura, Hideshi; Nakanishi, Toshio",JOURNAL OF ARTIFICIAL ORGANS,11-Sep,2011,4,0.31,1.0,0.6
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-011-0576-6,Cardiac tamponade due to perforation by an Amplatzer atrial septal occluder in a patient with Marfan syndrome,"Tateishi, Minori; Hiramatsu, Takeshi; Tomizawa, Yasuko; Matsumura, Goki; Konuma, Takeshi; Yamazaki, Kenji; Yamamura, Hideshi; Nakanishi, Toshio",JOURNAL OF ARTIFICIAL ORGANS,11-Sep,2011,4,0.31,1.0,0.6
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-011-0576-6,Cardiac tamponade due to perforation by an Amplatzer atrial septal occluder in a patient with Marfan syndrome,"Tateishi, Minori; Hiramatsu, Takeshi; Tomizawa, Yasuko; Matsumura, Goki; Konuma, Takeshi; Yamazaki, Kenji; Yamamura, Hideshi; Nakanishi, Toshio",JOURNAL OF ARTIFICIAL ORGANS,11-Sep,2011,4,0.31,1.0,0.6
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-011-0576-6,Cardiac tamponade due to perforation by an Amplatzer atrial septal occluder in a patient with Marfan syndrome,"Tateishi, Minori; Hiramatsu, Takeshi; Tomizawa, Yasuko; Matsumura, Goki; Konuma, Takeshi; Yamazaki, Kenji; Yamamura, Hideshi; Nakanishi, Toshio",JOURNAL OF ARTIFICIAL ORGANS,11-Sep,2011,4,0.31,1.0,0.6
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-012-0630-z,Eye-tracking analysis of skilled performance in clinical extracorporeal circulation,"Tomizawa, Yasuko; Aoki, Hirotaka; Suzuki, Satoshi; Matayoshi, Toru; Yozu, Ryohei",JOURNAL OF ARTIFICIAL ORGANS,12-Jun,2012,20,1.67,0.666666667,1.4
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-012-0630-z,Eye-tracking analysis of skilled performance in clinical extracorporeal circulation,"Tomizawa, Yasuko; Aoki, Hirotaka; Suzuki, Satoshi; Matayoshi, Toru; Yozu, Ryohei",JOURNAL OF ARTIFICIAL ORGANS,12-Jun,2012,20,1.67,0.666666667,1.4
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-012-0630-z,Eye-tracking analysis of skilled performance in clinical extracorporeal circulation,"Tomizawa, Yasuko; Aoki, Hirotaka; Suzuki, Satoshi; Matayoshi, Toru; Yozu, Ryohei",JOURNAL OF ARTIFICIAL ORGANS,12-Jun,2012,20,1.67,0.666666667,1.4
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-012-0630-z,Eye-tracking analysis of skilled performance in clinical extracorporeal circulation,"Tomizawa, Yasuko; Aoki, Hirotaka; Suzuki, Satoshi; Matayoshi, Toru; Yozu, Ryohei",JOURNAL OF ARTIFICIAL ORGANS,12-Jun,2012,20,1.67,0.666666667,1.4
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-012-0634-8,Long-term results of a cardiovascular implantable electronic device wrapped with an expanded polytetrafluoroethylene sheet,"Yashiro, Bun; Shoda, Morio; Tomizawa, Yasuko; Manaka, Tetsuyuki; Hagiwara, Nobuhisa",JOURNAL OF ARTIFICIAL ORGANS,12-Sep,2012,13,1.08,2.0,1.6
21500494,2009,2011,3500000,0,32635,3,INT,3,10.1007/s10047-012-0634-8,Long-term results of a cardiovascular implantable electronic device wrapped with an expanded polytetrafluoroethylene sheet,"Yashiro, Bun; Shoda, Morio; Tomizawa, Yasuko; Manaka, Tetsuyuki; Hagiwara, Nobuhisa",JOURNAL OF ARTIFICIAL ORGANS,12-Sep,2012,13,1.08,2.0,1.6
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-012-0634-8,Long-term results of a cardiovascular implantable electronic device wrapped with an expanded polytetrafluoroethylene sheet,"Yashiro, Bun; Shoda, Morio; Tomizawa, Yasuko; Manaka, Tetsuyuki; Hagiwara, Nobuhisa",JOURNAL OF ARTIFICIAL ORGANS,12-Sep,2012,13,1.08,2.0,1.6
23510353,2011,2013,4300000,1,32653,3,INT,3,10.1007/s10047-012-0634-8,Long-term results of a cardiovascular implantable electronic device wrapped with an expanded polytetrafluoroethylene sheet,"Yashiro, Bun; Shoda, Morio; Tomizawa, Yasuko; Manaka, Tetsuyuki; Hagiwara, Nobuhisa",JOURNAL OF ARTIFICIAL ORGANS,12-Sep,2012,13,1.08,2.0,1.6
21500494,2009,2011,3500000,0,32635,3,INT,3,10.3390/s120202152,"Objective Display and Discrimination of Floral Odors from Amorphophallus titanum, Bloomed on Different Dates and at Different Locations, Using an Electronic Nose","Fujioka, Kouki; Shirasu, Mika; Manome, Yoshinobu; Ito, Nobuo; Kakishima, Satoshi; Minami, Tomohiro; Tominaga, Tadashi; Shimozono, Fumio; Iwamoto, Takeo; Ikeda, Keiichi; Yamamoto, Kenji; Murata, Jin; Tomizawa, Yasuko",SENSORS,12-Feb,2012,16,1.33,1.333333333,1.0
21500494,2009,2011,3500000,0,32635,3,INT,3,10.3390/s120202152,"Objective Display and Discrimination of Floral Odors from Amorphophallus titanum, Bloomed on Different Dates and at Different Locations, Using an Electronic Nose","Fujioka, Kouki; Shirasu, Mika; Manome, Yoshinobu; Ito, Nobuo; Kakishima, Satoshi; Minami, Tomohiro; Tominaga, Tadashi; Shimozono, Fumio; Iwamoto, Takeo; Ikeda, Keiichi; Yamamoto, Kenji; Murata, Jin; Tomizawa, Yasuko",SENSORS,12-Feb,2012,16,1.33,1.333333333,1.0
23510353,2011,2013,4300000,1,32653,3,INT,3,10.3390/s120202152,"Objective Display and Discrimination of Floral Odors from Amorphophallus titanum, Bloomed on Different Dates and at Different Locations, Using an Electronic Nose","Fujioka, Kouki; Shirasu, Mika; Manome, Yoshinobu; Ito, Nobuo; Kakishima, Satoshi; Minami, Tomohiro; Tominaga, Tadashi; Shimozono, Fumio; Iwamoto, Takeo; Ikeda, Keiichi; Yamamoto, Kenji; Murata, Jin; Tomizawa, Yasuko",SENSORS,12-Feb,2012,16,1.33,1.333333333,1.0
23510353,2011,2013,4300000,1,32653,3,INT,3,10.3390/s120202152,"Objective Display and Discrimination of Floral Odors from Amorphophallus titanum, Bloomed on Different Dates and at Different Locations, Using an Electronic Nose","Fujioka, Kouki; Shirasu, Mika; Manome, Yoshinobu; Ito, Nobuo; Kakishima, Satoshi; Minami, Tomohiro; Tominaga, Tadashi; Shimozono, Fumio; Iwamoto, Takeo; Ikeda, Keiichi; Yamamoto, Kenji; Murata, Jin; Tomizawa, Yasuko",SENSORS,12-Feb,2012,16,1.33,1.333333333,1.0
21500667,2009,2011,3400000,0,34305,3,INT,3,10.1007/s00484-011-0430-9,Relationship between mean body temperature calculated by two- or three-compartment models and active cutaneous vasodilation in humans: a comparison between cool and warm environments during leg exercise,"Demachi, Koichi; Yoshida, Tetsuya; Tsuneoka, Hideyuki",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,12-Mar,2012,2,0.17,0.0,0.0
21500667,2009,2011,3400000,0,34305,3,INT,3,10.1055/s-0031-1301329,The Effect of Starting or Stopping Skin Cooling on the Thermoregulatory Responses During Leg Exercise in Humans,"Demachi, K.; Yoshida, T.; Kume, M.; Tsuneoka, H.",INTERNATIONAL JOURNAL OF SPORTS MEDICINE,12-Jul,2012,1,0.08,0.0,0.0
21510233,2009,2011,3500000,0,32665,3,INT,3,10.1007/s00425-012-1590-5,The soybean F3'H protein is localized to the tonoplast in the seed coat hilum,"Toda, Kyoko; Kuroiwa, Haruko; Senthil, Kalaiselvi; Shimada, Norimoto; Aoki, Toshio; Ayabe, Shin-ichi; Shimada, Setsuko; Sakuta, Masaaki; Miyazaki, Yasumasa; Takahashi, Ryoji",PLANTA,12-Jul,2012,18,1.5,1.666666667,1.4
21510233,2009,2011,3500000,0,32665,3,INT,3,10.1105/tpc.110.082685,Triterpene Functional Genomics in Licorice for Identification of CYP72A154 Involved in the Biosynthesis of Glycyrrhizin,"Seki, Hikaru; Sawai, Satoru; Ohyama, Kiyoshi; Mizutani, Masaharu; Ohnishi, Toshiyuki; Sudo, Hiroshi; Fukushima, Ery Odette; Akashi, Tomoyoshi; Aoki, Toshio; Saito, Kazuki; Muranaka, Toshiya",PLANT CELL,11-Nov,2011,210,16.15,5.333333333,10.2
21500393,2009,2011,3400000,0,82112,3,INT,10,10.1007/s00335-011-9353-3,"Genetic dissection of testis weight in mice: quantitative trait locus analysis using F-2 intercrosses between strains with extreme testis weight, and association study using Y-consomic strains","Suto, Jun-ichi",MAMMALIAN GENOME,11-Dec,2011,9,0.69,0.666666667,1.0
21500419,2009,2011,3600000,0,382805,3,INT,10,10.1038/onc.2011.235,Disruption of Tacc3 function leads to in vivo tumor regression,"Yao, R.; Natsume, Y.; Saiki, Y.; Shioya, H.; Takeuchi, K.; Yamori, T.; Toki, H.; Aoki, I.; Saga, T.; Noda, T.",ONCOGENE,12-Jan,2012,32,2.67,4.0,3.8
21500419,2009,2011,3600000,0,382805,3,INT,10,10.1002/nbm.1715,Quantitative assessment of central nervous system disorder induced by prenatal X-ray exposure using diffusion and manganese-enhanced MRI,"Saito, Shigeyoshi; Aoki, Ichio; Sawada, Kazuhiko; Suhara, Tetsuya",NMR IN BIOMEDICINE,12-Jan,2012,13,1.08,1.666666667,1.6
22510225,2010,2012,3400000,0,33101,3,INT,3,10.1248/cpb.60.377,Antimicrobial-Polyacetylenes from Panax ginseng Hairy Root Culture,"Fukuyama, Noriaki; Shibuya, Masaaki; Orihara, Yutaka",CHEMICAL & PHARMACEUTICAL BULLETIN,12-Mar,2012,18,1.5,2.666666667,2.2
22501023,2010,2012,3400000,0,17102,3,INT,1,10.4049/jimmunol.1101971,Antiangiogenic Tumor Therapy by DNA Vaccine Inducing Aquaporin-1-Specific CTL Based on Ubiquitin-Proteasome System in Mice,"Chou, Bin; Hiromatsu, Kenji; Okano, Shinji; Ishii, Kazunari; Duan, Xuefeng; Sakai, Tohru; Murata, Shigeo; Tanaka, Keiji; Himeno, Kunisuke",JOURNAL OF IMMUNOLOGY,AUG 15 2012,2012,11,0.92,1.333333333,1.2
22501023,2010,2012,3400000,0,17102,3,INT,1,10.1007/s10549-011-1930-3,"Antitumor effects of cytoplasmic delivery of an innate adjuvant receptor ligand, poly(I:C), on human breast cancer","Inao, Touko; Harashima, Nanae; Monma, Hiroyuki; Okano, Shinji; Itakura, Masayuki; Tanaka, Tsuneo; Tajima, Yoshitsugu; Harada, Mamoru",BREAST CANCER RESEARCH AND TREATMENT,12-Jul,2012,38,3.17,4.0,4.0
22501023,2010,2012,3400000,0,17102,3,INT,1,10.1007/s00262-011-1132-1,Roles of the PI3K/Akt pathway and autophagy in TLR3 signaling-induced apoptosis and growth arrest of human prostate cancer cells,"Harashima, Nanae; Inao, Tohko; Imamura, Ryu; Okano, Shinji; Suda, Takashi; Harada, Mamoru",CANCER IMMUNOLOGY IMMUNOTHERAPY,12-May,2012,56,4.67,5.333333333,5.2
22500323,2010,2012,2600000,0,82609,3,INT,11,10.1111/neup.12033,"Dysembryoplastic neuroepithelial tumor, a pure glial tumor? Immunohistochemical and morphometric studies","Komori, Takashi; Arai, Nobutaka",NEUROPATHOLOGY,13-Aug,2013,16,1.45,1.333333333,1.8
22500323,2010,2012,2600000,0,82609,3,INT,11,10.1007/s10014-012-0130-0,Clinicopathological features of sellar region xanthogranuloma: correlation with Rathke's cleft cyst,"Amano, Kosaku; Kubo, Osami; Komori, Takashi; Tanaka, Masahiko; Kawamata, Takakazu; Hori, Tomokatsu; Okada, Yoshikazu",BRAIN TUMOR PATHOLOGY,13-Oct,2013,24,2.18,1.0,1.8
22500323,2010,2012,2600000,0,82609,3,INT,11,10.3109/02688697.2012.741736,Isolated neurosarcoidosis in the medulla oblongata involving the fourth ventricle: a case report,"Lee, J. H.; Takai, K.; Ota, M.; Shimizu, T.; Komori, T.; Taniguchi, M.",BRITISH JOURNAL OF NEUROSURGERY,13-Jun,2013,7,0.64,0.666666667,1.0
22500392,2010,2012,3300000,0,32644,3,INT,3,10.1002/dvg.22035,A Cre knock-in mouse line on the Sickle tail locus induces recombination in the notochord and intervertebral disks,"Abe, Koichiro; Araki, Kimi; Tanigawa, Maya; Semba, Kei; Ando, Takashi; Sato, Masahiro; Sakai, Daisuke; Hiyama, Akihiko; Mochida, Joji; Yamamura, Ken-Ichi",GENESIS,12-Oct,2012,6,0.5,0.333333333,1.0
22500392,2010,2012,3300000,0,32644,3,INT,3,10.1002/art.30280,"A Novel N-ethyl-N-nitrosourea-Induced Mutation in Phospholipase C gamma 2 Causes Inflammatory Arthritis, Metabolic Defects, and Male Infertility In Vitro in a Murine Model","Abe, Koichiro; Fuchs, Helmut; Boersma, Auke; Hans, Wolfgang; Yu, Philipp; Kalaydjiev, Svetoslav; Klaften, Matthias; Adler, Thure; Calzada-Wack, Julia; Mossbrugger, Ilona; Rathkolb, Birgit; Rozman, Jan; Prehn, Cornelia; Maraslioglu, Miriam; Kametani, Yoshie; Shimada, Shin; Adamski, Jerzy; Busch, Dirk H.; Esposito, Irene; Klingenspor, Martin; Wolf, Eckhard; Wurst, Wolfgang; Gailus-Durner, Valerie; Katan, Matilda; Marschall, Susan; Soewarto, Dian; Wagner, Sibylle; de Angelis, Martin Hrabe",ARTHRITIS AND RHEUMATISM,11-May,2011,32,2.46,3.0,2.6
22500392,2010,2012,3300000,0,32644,3,INT,3,10.1002/jcp.22438,The Relationship Between the Wnt/beta-Catenin and TGF-beta/BMP Signals in the Intervertebral Disc Cell,"Hiyama, Akihiko; Sakai, Daisuke; Tanaka, Masahiro; Arai, Fumiyuki; Nakajima, Daisuke; Abe, Koichiro; Mochida, Joji",JOURNAL OF CELLULAR PHYSIOLOGY,11-May,2011,58,4.46,4.0,3.6
22500392,2010,2012,3300000,0,32644,3,INT,3,10.1002/art.27599,Enhancement of Intervertebral Disc Cell Senescence by WNT/beta-Catenin Signaling-Induced Matrix Metalloproteinase Expression,"Hiyama, Akihiko; Sakai, Daisuke; Risbud, Makarand V.; Tanaka, Masahiro; Arai, Fumiyuki; Abe, Koichiro; Mochida, Joji",ARTHRITIS AND RHEUMATISM,10-Oct,2010,122,8.71,4.0,4.4
22500728,2010,2012,3300000,0,12614,3,INT,1,10.3136/fstr.17.471,Analysis of the Color Change in Fish during the Grilling Process,"Nakamura, Mayumi; Mao, Weijie; Fukuoka, Mika; Sakai, Noboru",FOOD SCIENCE AND TECHNOLOGY RESEARCH,11-Nov,2011,19,1.46,1.333333333,1.4
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1038/hr.2012.224,Aldosterone is synthesized in and activates bulbospinal neurons through mineralocorticoid receptors and ENaCs in the RVLM,"Oshima, Naoki; Onimaru, Hiroshi; Takechi, Hanako; Yamamoto, Kojiro; Watanabe, Atsushi; Uchida, Takahiro; Nishida, Yasuhiro; Oda, Takashi; Kumagai, Hiroo",HYPERTENSION RESEARCH,13-Jun,2013,16,1.45,2.666666667,2.4
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1111/ejn.12054,Impaired response to hypoxia in the respiratory center is a major cause of neonatal death of the PACAP-knockout mouse,"Arata, Satoru; Nakamachi, Tomoya; Onimaru, Hiroshi; Hashimoto, Hitoshi; Shioda, Seiji",EUROPEAN JOURNAL OF NEUROSCIENCE,13-Feb,2013,15,1.36,0.333333333,1.4
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1113/jphysiol.2011.222687,Postsynaptic mechanisms of CO2 responses in parafacial respiratory neurons of newborn rats,"Onimaru, Hiroshi; Ikeda, Keiko; Kawakami, Kiyoshi",JOURNAL OF PHYSIOLOGY-LONDON,12-Apr,2012,48,4.0,5.0,5.2
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1007/s12576-011-0179-2,Calcium imaging of neuronal activity in the most rostral parafacial respiratory group of the newborn rat,"Onimaru, Hiroshi; Dutschmann, Mathias",JOURNAL OF PHYSIOLOGICAL SCIENCES,12-Jan,2012,16,1.33,1.333333333,1.2
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1016/j.neures.2011.06.008,Effects of corticotropin releasing factor on spontaneous burst activity in the piriform-amygdala complex of in vitro brain preparations from newborn rats,"Fujii, Tomoko; Onimaru, Hiroshi; Homma, Ikuo",NEUROSCIENCE RESEARCH,11-Oct,2011,6,0.46,0.666666667,0.8
22500296,2010,2012,2600000,0,32622,3,INT,3,10.1016/j.neuroscience.2012.03.037,RELATIONSHIP BETWEEN THE DISTRIBUTION OF THE PAIRED-LIKE HOMEOBOX GENE (PHOX2B) EXPRESSING CELLS AND BLOOD VESSELS IN THE PARAFACIAL REGION OF THE VENTRAL MEDULLA OF NEONATAL RATS,"Onimaru, H.; Ikeda, K.; Kawakami, K.",NEUROSCIENCE,JUN 14 2012,2012,18,1.5,0.666666667,1.0
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1038/jhg.2013.2,Exome sequencing identifies novel rheumatoid arthritis-susceptible variants in the BTNL2,"Mitsunaga, Shigeki; Hosomichi, Kazuyoshi; Okudaira, Yuko; Nakaoka, Hirofumi; Kunii, Nanae; Suzuki, Yasuo; Kuwana, Masataka; Sato, Shinji; Kaneko, Yuko; Homma, Yasuhiko; Kashiwase, Koichi; Azuma, Fumihiro; Kulski, Jerzy K.; Inoue, Ituro; Inoko, Hidetoshi",JOURNAL OF HUMAN GENETICS,13-Apr,2013,32,2.91,3.333333333,3.8
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1371/journal.pone.0060793,Detection of Ancestry Informative HLA Alleles Confirms the Admixed Origins of Japanese Population,"Nakaoka, Hirofumi; Mitsunaga, Shigeki; Hosomichi, Kazuyoshi; Shyh-Yuh, Liou; Sawamoto, Taiji; Fujiwara, Tsutomu; Tsutsui, Naohisa; Suematsu, Koji; Shinagawa, Akira; Inoko, Hidetoshi; Inoue, Ituro",PLOS ONE,APR 5 2013,2013,26,2.36,4.333333333,3.2
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1111/j.1399-0039.2012.01941.x,Super high resolution for single molecule-sequence-based typing of classical HLA loci at the 8-digit level using next generation sequencers,"Shiina, T.; Suzuki, S.; Ozaki, Y.; Taira, H.; Kikkawa, E.; Shigenari, A.; Oka, A.; Umemura, T.; Joshita, S.; Takahashi, O.; Hayashi, Y.; Paumen, M.; Katsuyama, Y.; Mitsunaga, S.; Ota, M.; Kulski, J. K.; Inoko, H.",TISSUE ANTIGENS,12-Oct,2012,115,9.58,7.666666667,11.4
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1007/s00251-013-0690-0,Improved loop-mediated isothermal amplification for HLA-DRB1 genotyping using RecA and a restriction enzyme for enhanced amplification specificity,"Mitsunaga, Shigeki; Shimizu, Sayoko; Okudaira, Yuko; Oka, Akira; Tanaka, Masafumi; Kimura, Minoru; Kulski, Jerzy K.; Inoue, Ituro; Inoko, Hidetoshi",IMMUNOGENETICS,13-Jun,2013,8,0.73,0.333333333,0.4
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1016/j.humimm.2011.03.011,Particular human leukocyte antigen alleles are associated with biochemical traits in the Japanese population,"Mitsunaga, Shigeki; Homma, Yasuhiko; Narita, Akira; Kashiwase, Koichi; Okudaira, Yuko; Shiina, Yutaka; Inoue, Ituro; Inoko, Hidetoshi",HUMAN IMMUNOLOGY,11-Jul,2011,2,0.15,0.333333333,0.2
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1371/journal.pone.0025389,A Systems Genetics Approach Provides a Bridge from Discovered Genetic Variants to Biological Pathways in Rheumatoid Arthritis,"Nakaoka, Hirofumi; Cui, Tailin; Tajima, Atsushi; Oka, Akira; Mitsunaga, Shigeki; Kashiwase, Koichi; Homma, Yasuhiko; Sato, Shinji; Suzuki, Yasuo; Inoko, Hidetoshi; Inoue, Ituro",PLOS ONE,SEP 28 2011,2011,11,0.85,1.666666667,1.8
22510213,2010,2012,3400000,0,32644,3,INT,3,10.1371/journal.pone.0025389,A Systems Genetics Approach Provides a Bridge from Discovered Genetic Variants to Biological Pathways in Rheumatoid Arthritis,"Nakaoka, Hirofumi; Cui, Tailin; Tajima, Atsushi; Oka, Akira; Mitsunaga, Shigeki; Kashiwase, Koichi; Homma, Yasuhiko; Sato, Shinji; Suzuki, Yasuo; Inoko, Hidetoshi; Inoue, Ituro",PLOS ONE,SEP 28 2011,2011,11,0.85,1.666666667,1.8
23510242,2011,2013,4200000,1,16101,3,INT,1,10.1371/journal.pone.0025389,A Systems Genetics Approach Provides a Bridge from Discovered Genetic Variants to Biological Pathways in Rheumatoid Arthritis,"Nakaoka, Hirofumi; Cui, Tailin; Tajima, Atsushi; Oka, Akira; Mitsunaga, Shigeki; Kashiwase, Koichi; Homma, Yasuhiko; Sato, Shinji; Suzuki, Yasuo; Inoko, Hidetoshi; Inoue, Ituro",PLOS ONE,SEP 28 2011,2011,11,0.85,1.666666667,1.8
23510242,2011,2013,4200000,1,16101,3,INT,1,10.1371/journal.pone.0025389,A Systems Genetics Approach Provides a Bridge from Discovered Genetic Variants to Biological Pathways in Rheumatoid Arthritis,"Nakaoka, Hirofumi; Cui, Tailin; Tajima, Atsushi; Oka, Akira; Mitsunaga, Shigeki; Kashiwase, Koichi; Homma, Yasuhiko; Sato, Shinji; Suzuki, Yasuo; Inoko, Hidetoshi; Inoue, Ituro",PLOS ONE,SEP 28 2011,2011,11,0.85,1.666666667,1.8
22500456,2010,2012,3400000,0,13901,3,INT,1,10.3164/jcbn.12-72,Repeated short-term daily exercise ameliorates oxidative cerebral damage and the resultant motor dysfunction after transient ischemia in rats,"Hamakawa, Michiru; Ishida, Akimasa; Tamakoshi, Keigo; Shimada, Haruka; Nakashima, Hiroki; Noguchi, Taiji; Toyokuni, Shinya; Ishida, Kazuto",JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,JUL 1 2013,2013,10,0.91,1.0,1.0
22500456,2010,2012,3400000,0,13901,3,INT,1,10.1016/j.bbr.2011.06.036,Early onset of forced impaired forelimb use causes recovery of forelimb skilled motor function but no effect on gross sensory-motor function after capsular hemorrhage in rats,"Ishida, Akimasa; Tamakoshi, Keigo; Hamakawa, Michiru; Shimada, Haruka; Nakashima, Hiroki; Masuda, Tadashi; Hida, Hideki; Ishida, Kazuto",BEHAVIOURAL BRAIN RESEARCH,NOV 20 2011,2011,18,1.38,0.666666667,0.8
22500456,2010,2012,3400000,0,13901,3,INT,1,10.1002/jnr.22566,Minor Neuronal Damage and Recovered Cellular Proliferation in the Hippocampus After Continuous Unilateral Forelimb Restraint in Normal Rats,"Ishida, Akimasa; Ueda, Yoshitomo; Ishida, Kazuto; Misumi, Sachiyo; Masuda, Tadashi; Fujita, Masataka; Hida, Hideki",JOURNAL OF NEUROSCIENCE RESEARCH,11-Mar,2011,12,0.92,1.0,1.6
22500300,2010,2012,3400000,0,63904,3,INT,5,10.1002/cne.23160,Area-specific substratification of deep layer neurons in the rat cortex,"Watakabe, Akiya; Hirokawa, Junya; Ichinohe, Noritaka; Ohsawa, Sonoko; Kaneko, Takeshi; Rockland, Kathleen S.; Yamamori, Tetsuo",JOURNAL OF COMPARATIVE NEUROLOGY,NOV 1 2012,2012,28,2.33,2.333333333,2.4
22500300,2010,2012,3400000,0,63904,3,INT,5,10.1371/journal.pone.0046157,Visualization of Cortical Projection Neurons with Retrograde TET-Off Lentiviral Vector,"Watakabe, Akiya; Kato, Shigeki; Kobayashi, Kazuto; Takaji, Masafumi; Nakagami, Yuki; Sadakane, Osamu; Ohtsuka, Masanari; Hioki, Hiroyuki; Kaneko, Takeshi; Okuno, Hiroyuki; Kawashima, Takashi; Bito, Haruhiko; Kitamura, Yoshihiro; Yamamori, Tetsuo",PLOS ONE,OCT 5 2012,2012,16,1.33,1.333333333,1.6
22500353,2010,2012,3400000,0,12401,3,INT,1,10.1371/journal.pone.0051286,Genetically Encoded Green Fluorescent Ca2+ Indicators with Improved Detectability for Neuronal Ca2+ Signals,"Ohkura, Masamichi; Sasaki, Takuya; Sadakari, Junko; Gengyo-Ando, Keiko; Kagawa-Nagamura, Yuko; Kobayashi, Chiaki; Ikegaya, Yuji; Nakai, Junichi",PLOS ONE,DEC 11 2012,2012,139,11.58,9.0,10.6
22500353,2010,2012,3400000,0,12401,3,INT,1,10.1111/j.1365-2443.2012.01627.x,Neuronally expressed Ras-family GTPase Di-Ras modulates synaptic activity in Caenorhabditis elegans,"Tada, Minoru; Gengyo-Ando, Keiko; Kobayashi, Tetsuo; Fukuyama, Masamitsu; Mitani, Shohei; Kontani, Kenji; Katada, Toshiaki",GENES TO CELLS,12-Sep,2012,10,0.83,0.666666667,0.8
22500353,2010,2012,3400000,0,12401,3,INT,1,10.1111/j.1365-2443.2012.01624.x,"Depletion of mboa-7, an enzyme that incorporates polyunsaturated fatty acids into phosphatidylinositol (PI), impairs PI 3-phosphate signaling in Caenorhabditis elegans","Lee, Hyeon-Cheol; Kubo, Takuya; Kono, Nozomu; Kage-Nakadai, Eriko; Gengyo-Ando, Keiko; Mitani, Shohei; Inoue, Takao; Arai, Hiroyuki",GENES TO CELLS,12-Sep,2012,16,1.33,1.666666667,1.2
22500353,2010,2012,3400000,0,12401,3,INT,1,10.1186/1472-6750-12-1,Single/low-copy integration of transgenes in Caenorhabditis elegans using an ultraviolet trimethylpsoralen method,"Kage-Nakadai, Eriko; Kobuna, Hiroyuki; Funatsu, Osamu; Otori, Muneyoshi; Gengyo-Ando, Keiko; Yoshina, Sawako; Hori, Sayaka; Mitani, Shohei",BMC BIOTECHNOLOGY,JAN 5 2012,2012,19,1.58,3.0,2.8
